sent_id,sentence,span,head_form,head_lemma,head_upos,case_marker,preposition,dative_type,relation,governor,governor_upos,split
train-s10058,"Zwei Jahre später kehrte er nach Tennessee zurück, arbeitete dort erneut als Pflanzer und betätigte sich fortan auch in der Politik.",der Politik,Politik,Politik,NOUN,in,in,dative_prep_in,obl,betätigte,VERB,train
train-s10059,"In unten entstandenen Arkaden sind kaum breiter, als die darin aufgestellten Holzfuder.",entstandenen Arkaden,Arkaden,Arkade,NOUN,in,in,dative_prep_in,nmod,breiter,ADJ,train
train-s10060,In Ergänzung zu den Ausstattungslinien sind zahlreiche Mehrausstattungen möglich.,Ergänzung,Ergänzung,Ergänzung,NOUN,in,in,dative_prep_in,nmod,möglich,ADJ,train
train-s10060,In Ergänzung zu den Ausstattungslinien sind zahlreiche Mehrausstattungen möglich.,den Ausstattungslinien,Ausstattungslinien,Ausstattungslinien,NOUN,zu,zu,dative_prep_zu,nmod,Ergänzung,NOUN,train
train-s10061,"Jahrhundert lag am südlichen Ende der Vorstadt das Gasthaus Schleife, das seinen Namen von seiner Lage an der damaligen Serpentine am Übergang von Bergstraße und am Hausberg hatte.",dem südlichen Ende,Ende,Ende,NOUN,an,an,dative_prep_an,obl,lag,VERB,train
train-s10061,"Jahrhundert lag am südlichen Ende der Vorstadt das Gasthaus Schleife, das seinen Namen von seiner Lage an der damaligen Serpentine am Übergang von Bergstraße und am Hausberg hatte.",Lage,Lage,Lage,NOUN,von,von,dative_prep_von,obl,hatte,VERB,train
train-s10061,"Jahrhundert lag am südlichen Ende der Vorstadt das Gasthaus Schleife, das seinen Namen von seiner Lage an der damaligen Serpentine am Übergang von Bergstraße und am Hausberg hatte.",der damaligen Serpentine,Serpentine,Serpentine,NOUN,an,an,dative_prep_an,nmod,Lage,NOUN,train
train-s10061,"Jahrhundert lag am südlichen Ende der Vorstadt das Gasthaus Schleife, das seinen Namen von seiner Lage an der damaligen Serpentine am Übergang von Bergstraße und am Hausberg hatte.",dem Übergang,Übergang,Übergang,NOUN,an,an,dative_prep_an,nmod,Serpentine,NOUN,train
train-s10061,"Jahrhundert lag am südlichen Ende der Vorstadt das Gasthaus Schleife, das seinen Namen von seiner Lage an der damaligen Serpentine am Übergang von Bergstraße und am Hausberg hatte.",Bergstraße dem,Bergstraße,Bergstraße,PROPN,von,von,dative_prep_von,nmod,Übergang,NOUN,train
train-s10061,"Jahrhundert lag am südlichen Ende der Vorstadt das Gasthaus Schleife, das seinen Namen von seiner Lage an der damaligen Serpentine am Übergang von Bergstraße und am Hausberg hatte.",Hausberg,Hausberg,Hausberg,PROPN,,,nominal_dative_modifier,nmod,an,ADP,train
train-s10062,"Obwohl er auf dem Gymnasium kaum naturwissenschaftlichen Unterricht genoss, sondern bei ihm das Erlernen von Altsprachen im Vordergrund stand, studierte er Chemie.",dem Gymnasium,Gymnasium,Gymnasium,NOUN,auf,auf,dative_prep_auf,obl,genoss,VERB,train
train-s10062,"Obwohl er auf dem Gymnasium kaum naturwissenschaftlichen Unterricht genoss, sondern bei ihm das Erlernen von Altsprachen im Vordergrund stand, studierte er Chemie.",ihm,ihm,er,PRON,bei,bei,dative_prep_bei,obl,stand,VERB,train
train-s10062,"Obwohl er auf dem Gymnasium kaum naturwissenschaftlichen Unterricht genoss, sondern bei ihm das Erlernen von Altsprachen im Vordergrund stand, studierte er Chemie.",Altsprachen,Altsprachen,Altsprachen,NOUN,von,von,dative_prep_von,nmod,Erlernen,NOUN,train
train-s10062,"Obwohl er auf dem Gymnasium kaum naturwissenschaftlichen Unterricht genoss, sondern bei ihm das Erlernen von Altsprachen im Vordergrund stand, studierte er Chemie.",dem Vordergrund,Vordergrund,Vordergrund,NOUN,in,in,dative_prep_in,obl,stand,VERB,train
train-s10063,"Beim 2:0 - Sieg bildete er zusammen mit Kurt Sommerlatt und Alfred Post die Läuferreihe und überzeugte so nachdrücklich, dass er in das endgültige Olympiaaufgebot aufgenommen wurde.",dem 2:0 Sieg,Sieg,Sieg,NOUN,bei,bei,dative_prep_bei,obl,bildete,VERB,train
train-s10063,"Beim 2:0 - Sieg bildete er zusammen mit Kurt Sommerlatt und Alfred Post die Läuferreihe und überzeugte so nachdrücklich, dass er in das endgültige Olympiaaufgebot aufgenommen wurde.",Kurt Sommerlatt,Kurt,Kurt,PROPN,mit,mit,dative_prep_mit,obl,bildete,VERB,train
train-s10063,"Beim 2:0 - Sieg bildete er zusammen mit Kurt Sommerlatt und Alfred Post die Läuferreihe und überzeugte so nachdrücklich, dass er in das endgültige Olympiaaufgebot aufgenommen wurde.",Sommerlatt,Sommerlatt,Sommerlatt,PROPN,,,other_dative,flat,Kurt,PROPN,train
train-s10063,"Beim 2:0 - Sieg bildete er zusammen mit Kurt Sommerlatt und Alfred Post die Läuferreihe und überzeugte so nachdrücklich, dass er in das endgültige Olympiaaufgebot aufgenommen wurde.",Alfred Post,Alfred,Alfred,PROPN,,,other_dative,conj,Kurt,PROPN,train
train-s10063,"Beim 2:0 - Sieg bildete er zusammen mit Kurt Sommerlatt und Alfred Post die Läuferreihe und überzeugte so nachdrücklich, dass er in das endgültige Olympiaaufgebot aufgenommen wurde.",Post,Post,Post,PROPN,,,other_dative,flat,Alfred,PROPN,train
train-s10066,Die den Hauptkamm des Kolymagebirges kreuzende Straße zur Pjostraja - Dreswa - Bucht am Ochotskischen Meer wurde bereits seit den 1970er - Jahren nicht mehr durchgehend unterhalten und wird auch in ihrem Nordabschnitt nach Aufgabe der Ortschaften Galimy und Merenga in den letzten Jahren nicht mehr befahren.,der Pjostraja Dreswa Bucht,Pjostraja,Pjostraja,PROPN,zu,zu,dative_prep_zu,nmod,Straße,NOUN,train
train-s10066,Die den Hauptkamm des Kolymagebirges kreuzende Straße zur Pjostraja - Dreswa - Bucht am Ochotskischen Meer wurde bereits seit den 1970er - Jahren nicht mehr durchgehend unterhalten und wird auch in ihrem Nordabschnitt nach Aufgabe der Ortschaften Galimy und Merenga in den letzten Jahren nicht mehr befahren.,Dreswa,Dreswa,Dreswa,PROPN,,,other_dative,flat,Pjostraja,PROPN,train
train-s10066,Die den Hauptkamm des Kolymagebirges kreuzende Straße zur Pjostraja - Dreswa - Bucht am Ochotskischen Meer wurde bereits seit den 1970er - Jahren nicht mehr durchgehend unterhalten und wird auch in ihrem Nordabschnitt nach Aufgabe der Ortschaften Galimy und Merenga in den letzten Jahren nicht mehr befahren.,Bucht,Bucht,Bucht,NOUN,,,other_dative,flat,Pjostraja,PROPN,train
train-s10066,Die den Hauptkamm des Kolymagebirges kreuzende Straße zur Pjostraja - Dreswa - Bucht am Ochotskischen Meer wurde bereits seit den 1970er - Jahren nicht mehr durchgehend unterhalten und wird auch in ihrem Nordabschnitt nach Aufgabe der Ortschaften Galimy und Merenga in den letzten Jahren nicht mehr befahren.,Ochotskischen,Ochotskischen,Ochotskischen,PROPN,,,other_dative,amod,Meer,PROPN,train
train-s10066,Die den Hauptkamm des Kolymagebirges kreuzende Straße zur Pjostraja - Dreswa - Bucht am Ochotskischen Meer wurde bereits seit den 1970er - Jahren nicht mehr durchgehend unterhalten und wird auch in ihrem Nordabschnitt nach Aufgabe der Ortschaften Galimy und Merenga in den letzten Jahren nicht mehr befahren.,dem Ochotskischen Meer,Meer,Meer,PROPN,an,an,dative_prep_an,nmod,Pjostraja,PROPN,train
train-s10066,Die den Hauptkamm des Kolymagebirges kreuzende Straße zur Pjostraja - Dreswa - Bucht am Ochotskischen Meer wurde bereits seit den 1970er - Jahren nicht mehr durchgehend unterhalten und wird auch in ihrem Nordabschnitt nach Aufgabe der Ortschaften Galimy und Merenga in den letzten Jahren nicht mehr befahren.,den 1970er Jahren,Jahren,Jahr,NOUN,seit,seit,dative_prep_seit,obl,unterhalten,VERB,train
train-s10066,Die den Hauptkamm des Kolymagebirges kreuzende Straße zur Pjostraja - Dreswa - Bucht am Ochotskischen Meer wurde bereits seit den 1970er - Jahren nicht mehr durchgehend unterhalten und wird auch in ihrem Nordabschnitt nach Aufgabe der Ortschaften Galimy und Merenga in den letzten Jahren nicht mehr befahren.,Nordabschnitt,Nordabschnitt,Nordabschnitt,NOUN,in,in,dative_prep_in,obl,befahren,VERB,train
train-s10066,Die den Hauptkamm des Kolymagebirges kreuzende Straße zur Pjostraja - Dreswa - Bucht am Ochotskischen Meer wurde bereits seit den 1970er - Jahren nicht mehr durchgehend unterhalten und wird auch in ihrem Nordabschnitt nach Aufgabe der Ortschaften Galimy und Merenga in den letzten Jahren nicht mehr befahren.,Aufgabe,Aufgabe,Aufgabe,NOUN,nach,nach,dative_prep_nach,obl,befahren,VERB,train
train-s10066,Die den Hauptkamm des Kolymagebirges kreuzende Straße zur Pjostraja - Dreswa - Bucht am Ochotskischen Meer wurde bereits seit den 1970er - Jahren nicht mehr durchgehend unterhalten und wird auch in ihrem Nordabschnitt nach Aufgabe der Ortschaften Galimy und Merenga in den letzten Jahren nicht mehr befahren.,den letzten Jahren,Jahren,Jahr,NOUN,in,in,dative_prep_in,nmod,Aufgabe,NOUN,train
train-s10067,"Eine Silhouette aus dicht aneinander liegenden und mit Leuchtreklamen versehenen Wolkenkratzern, die sich entlang der Hänge des dahinter aufragenden Victoria Peaks erheben.",Leuchtreklamen,Leuchtreklamen,Leuchtreklame,NOUN,mit,mit,dative_prep_mit,nmod,versehenen,ADJ,train
train-s10067,"Eine Silhouette aus dicht aneinander liegenden und mit Leuchtreklamen versehenen Wolkenkratzern, die sich entlang der Hänge des dahinter aufragenden Victoria Peaks erheben.",liegenden Wolkenkratzern,Wolkenkratzern,Wolkenkratzer,NOUN,aus,aus,dative_prep_aus,nmod,Silhouette,NOUN,train
train-s10067,"Eine Silhouette aus dicht aneinander liegenden und mit Leuchtreklamen versehenen Wolkenkratzern, die sich entlang der Hänge des dahinter aufragenden Victoria Peaks erheben.",der Hänge,Hänge,Hang,NOUN,entlang,,other_prepositional_dative,obl,erheben,VERB,train
train-s10068,Die Erfolgskontrolle von Sponsoringmaßnahmen beschränkt sich in der Praxis zumeist auf die Erfassung der Medienresonanz.,Sponsoringmaßnahmen,Sponsoringmaßnahmen,Sponsoringmaßnahmen,NOUN,von,von,dative_prep_von,nmod,Erfolgskontrolle,NOUN,train
train-s10068,Die Erfolgskontrolle von Sponsoringmaßnahmen beschränkt sich in der Praxis zumeist auf die Erfassung der Medienresonanz.,der Praxis,Praxis,Praxis,NOUN,in,in,dative_prep_in,obl,beschränkt,VERB,train
train-s10069,"Diese beiden Hallen, die selbst bereits als architektonische Denkmäler angesehen werden können, beherbergen heute Museen: In der südlichen Halle befindet sich das Autoworld Museum mit einer großen Oldtimer - Sammlung.",der südlichen Halle,Halle,Halle,NOUN,in,in,dative_prep_in,obl,befindet,VERB,train
train-s10069,"Diese beiden Hallen, die selbst bereits als architektonische Denkmäler angesehen werden können, beherbergen heute Museen: In der südlichen Halle befindet sich das Autoworld Museum mit einer großen Oldtimer - Sammlung.",Oldtimer,Oldtimer,Oldtimer,NOUN,,,other_dative,compound,Sammlung,NOUN,train
train-s10069,"Diese beiden Hallen, die selbst bereits als architektonische Denkmäler angesehen werden können, beherbergen heute Museen: In der südlichen Halle befindet sich das Autoworld Museum mit einer großen Oldtimer - Sammlung.",einer großen Oldtimer Sammlung,Sammlung,Sammlung,NOUN,mit,mit,dative_prep_mit,nmod,Autoworld,PROPN,train
train-s10070,Reining ist seit April 2000 offiziell als FEI - Disziplin anerkannt und Bestandteil der Weltreiterspiele.,April,April,April,PROPN,seit,seit,dative_prep_seit,nmod,anerkannt,ADJ,train
train-s10071,"Außer Cimway sind dies eine C + + -- und eine WebServices - API, sowie Microsoft Visual Basic for Applications (VBA).",Cimway,Cimway,Cimway,PROPN,außer,,other_prepositional_dative,nmod,C,PROPN,train
train-s10072,"Hier wurde in den Abendstunden zur Kvöldvaka (""Abendwache"", gemeinschaftliches Beisammensein) gesessen, während zum Beispiel die Wolle verarbeitet wurde, es gab einen Vorleser, es wurde gesungen oder Gedichte vorgetragen.",den Abendstunden,Abendstunden,Abendstunde,NOUN,in,in,dative_prep_in,obl,gesessen,VERB,train
train-s10072,"Hier wurde in den Abendstunden zur Kvöldvaka (""Abendwache"", gemeinschaftliches Beisammensein) gesessen, während zum Beispiel die Wolle verarbeitet wurde, es gab einen Vorleser, es wurde gesungen oder Gedichte vorgetragen.",der Kvöldvaka,Kvöldvaka,Kvöldvaka,PROPN,zu,zu,dative_prep_zu,obl,gesessen,VERB,train
train-s10072,"Hier wurde in den Abendstunden zur Kvöldvaka (""Abendwache"", gemeinschaftliches Beisammensein) gesessen, während zum Beispiel die Wolle verarbeitet wurde, es gab einen Vorleser, es wurde gesungen oder Gedichte vorgetragen.",dem Beispiel,Beispiel,Beispiel,NOUN,zu,zu,dative_prep_zu,obl,verarbeitet,VERB,train
train-s10073,"Einige dieser Typen sind vermutlich ausgestorben, schon aus dem Grund, dass die Schafherden viel weniger geworden sind.",dem Grund,Grund,Grund,NOUN,aus,aus,dative_prep_aus,obl,ausgestorben,VERB,train
train-s10075,Der Arroyo Lencina ist ein Fluss in Uruguay.,Uruguay,Uruguay,Uruguay,PROPN,in,in,dative_prep_in,nmod,Fluss,NOUN,train
train-s10076,"Es folgten die Militär - Skiweltmeisterschaften 2010 in Cogne, bei denen Oksanen über 10 - Kilometer - Freistil 18.",Cogne,Cogne,Cogne,PROPN,in,in,dative_prep_in,nmod,Skiweltmeisterschaften,NOUN,train
train-s10076,"Es folgten die Militär - Skiweltmeisterschaften 2010 in Cogne, bei denen Oksanen über 10 - Kilometer - Freistil 18.",denen,denen,der,PRON,bei,bei,dative_prep_bei,acl,Skiweltmeisterschaften,NOUN,train
train-s10077,"Die Zuschauerbeteiligung lag bei 31,7 Prozent.","31,7 Prozent",Prozent,Prozent,NOUN,bei,bei,dative_prep_bei,obl,lag,VERB,train
train-s10078,Er lebt an den Küsten des Golfs von Mexiko und der Karibik sowie an den Atlantikküsten Brasiliens und Venezuelas.,den Küsten,Küsten,Küste,NOUN,an,an,dative_prep_an,obl,lebt,VERB,train
train-s10078,Er lebt an den Küsten des Golfs von Mexiko und der Karibik sowie an den Atlantikküsten Brasiliens und Venezuelas.,Mexiko,Mexiko,Mexiko,PROPN,von,von,dative_prep_von,nmod,Golfs,NOUN,train
train-s10078,Er lebt an den Küsten des Golfs von Mexiko und der Karibik sowie an den Atlantikküsten Brasiliens und Venezuelas.,der Karibik,Karibik,Karibik,NOUN,,,other_dative,conj,Golfs,NOUN,train
train-s10078,Er lebt an den Küsten des Golfs von Mexiko und der Karibik sowie an den Atlantikküsten Brasiliens und Venezuelas.,den Atlantikküsten,Atlantikküsten,Atlantikküsten,NOUN,an,an,dative_prep_an,conj,Küsten,NOUN,train
train-s10079,"Mit Dänemark schloss Avro ein Lizenzabkommen, jedoch wurden dort letztlich lediglich drei Maschinen gebaut.",Dänemark,Dänemark,Dänemark,PROPN,mit,mit,dative_prep_mit,obl,schloss,VERB,train
train-s10079,"Mit Dänemark schloss Avro ein Lizenzabkommen, jedoch wurden dort letztlich lediglich drei Maschinen gebaut.",Avro,Avro,Avro,PROPN,,,other_dative,nsubj,schloss,VERB,train
train-s10080,Diese wurde im Jahr 1977 abgerissen.,dem Jahr,Jahr,Jahr,NOUN,in,in,dative_prep_in,obl,abgerissen,VERB,train
train-s10081,Unter jedem Zahn saßen zumindest im Unterkiefer mindestens zwei Ersatzzähne.,jedem Zahn,Zahn,Zahn,NOUN,unter,unter,dative_prep_unter,obl,saßen,VERB,train
train-s10081,Unter jedem Zahn saßen zumindest im Unterkiefer mindestens zwei Ersatzzähne.,dem Unterkiefer,Unterkiefer,Unterkiefer,NOUN,in,in,dative_prep_in,obl,saßen,VERB,train
train-s10082,Erst mit Giorgio Biandrata und Franz Davidis verbreiteten sich antitrinitarische Ideen.,Giorgio Biandrata,Giorgio,Giorgio,PROPN,mit,mit,dative_prep_mit,obl,verbreiteten,VERB,train
train-s10082,Erst mit Giorgio Biandrata und Franz Davidis verbreiteten sich antitrinitarische Ideen.,Biandrata,Biandrata,Biandrata,PROPN,,,other_dative,flat,Giorgio,PROPN,train
train-s10083,"Adolf Boerner, der Sohn des Bildhauers Carl Boerner und Enkel des Malers Carl Gustav Boerner, besuchte ab Frühjahr 1880 das Gymnasium Johanneum zu Hamburg.",Frühjahr,Frühjahr,Frühjahr,NOUN,ab,,other_prepositional_dative,obl,besuchte,VERB,train
train-s10083,"Adolf Boerner, der Sohn des Bildhauers Carl Boerner und Enkel des Malers Carl Gustav Boerner, besuchte ab Frühjahr 1880 das Gymnasium Johanneum zu Hamburg.",Hamburg,Hamburg,Hamburg,PROPN,zu,zu,dative_prep_zu,nmod,Gymnasium,PROPN,train
train-s10084,"Davies war auch führend bei der Ausarbeitung eines neuen Schulgesetzes, das die konfessionelle Trennung der Schulen aufhob und sie der Kontrolle der Provinzregierung unterstellte.",der Ausarbeitung,Ausarbeitung,Ausarbeitung,NOUN,bei,bei,dative_prep_bei,nmod,führend,ADJ,train
train-s10084,"Davies war auch führend bei der Ausarbeitung eines neuen Schulgesetzes, das die konfessionelle Trennung der Schulen aufhob und sie der Kontrolle der Provinzregierung unterstellte.",der Kontrolle,Kontrolle,Kontrolle,NOUN,,,core_dative_argument,obl:arg,unterstellte,VERB,train
train-s10085,"Die Terz wird dort frei zwischen großer und kleiner Terz intoniert, wobei man sich an der Naturterz orientiert.",großer Terz,Terz,Terz,NOUN,zwischen,zwischen,dative_prep_zwischen,obl,intoniert,VERB,train
train-s10085,"Die Terz wird dort frei zwischen großer und kleiner Terz intoniert, wobei man sich an der Naturterz orientiert.",der Naturterz,Naturterz,Naturterz,NOUN,an,an,dative_prep_an,obl,orientiert,VERB,train
train-s10086,Von 1958 bis 1959 studierte Hilgemann an der Westfälischen Wilhelms - Universität in Münster.,Westfälischen,Westfälischen,Westfälische,PROPN,,,other_dative,amod,Wilhelms,PROPN,train
train-s10086,Von 1958 bis 1959 studierte Hilgemann an der Westfälischen Wilhelms - Universität in Münster.,der Westfälischen Wilhelms Universität,Wilhelms,Wilhelm,PROPN,an,an,dative_prep_an,obl,studierte,VERB,train
train-s10086,Von 1958 bis 1959 studierte Hilgemann an der Westfälischen Wilhelms - Universität in Münster.,Universität,Universität,Universität,PROPN,,,other_dative,flat,Wilhelms,PROPN,train
train-s10086,Von 1958 bis 1959 studierte Hilgemann an der Westfälischen Wilhelms - Universität in Münster.,Münster,Münster,Münster,PROPN,in,in,dative_prep_in,nmod,Wilhelms,PROPN,train
train-s10087,"Diese Substanz, das zentrale Nitrat stand im Mittelpunkt von Sędziwójs Theorie über das Universum.",dem Mittelpunkt,Mittelpunkt,Mittelpunkt,NOUN,in,in,dative_prep_in,obl,stand,VERB,train
train-s10087,"Diese Substanz, das zentrale Nitrat stand im Mittelpunkt von Sędziwójs Theorie über das Universum.",Theorie,Theorie,Theorie,NOUN,von,von,dative_prep_von,nmod,Mittelpunkt,NOUN,train
train-s10088,"Der Moorabool Shire Council hat sieben Mitglieder, die von den Bewohnern der vier Wards gewählt werden.",den Bewohnern,Bewohnern,Bewohner,NOUN,von,von,dative_prep_von,obl:agent,gewählt,VERB,train
train-s10089,Jahrhunderts durch den Hofbaumeister Rochus Graf zu Lynar der Westflügel und Hofabschluss sowie die nördlich anschließende Hofapotheke.,Lynar,Lynar,Lynar,PROPN,zu,zu,dative_prep_zu,nmod,Rochus,PROPN,train
train-s10090,Redaktionell wurde das Werk durch Angelika Königseder vom Zentrum für Antisemitismusforschung bearbeitet.,dem Zentrum,Zentrum,Zentrum,PROPN,von,von,dative_prep_von,nmod,Angelika,PROPN,train
train-s10091,Spieltag: Das erste Spiel der Saison bestritten der TV Großwallstadt und die MT Melsungen.,der TV,TV,TV,PROPN,,,other_dative,nsubj,bestritten,VERB,train
train-s10091,Spieltag: Das erste Spiel der Saison bestritten der TV Großwallstadt und die MT Melsungen.,Großwallstadt,Großwallstadt,Großwallstadt,PROPN,,,other_dative,appos,TV,PROPN,train
train-s10092,"Die Britische Ostindien - Kompanie, die im Jahre 1668 ihr Hauptquartier von Surat nach Bombay (das heutige Mumbai) verlegt hatte, brachte den indischen Schiffbauer Lovji Nusserwanji Wadia (Wadia = Schiffbauer) aus Surat, wo man sich wegen des Mangels an Eichenholz Sorgen machte, nach Bombay, damit er dort eine Werft errichten und für sie Schiffe bauen sollte.",dem Jahre,Jahre,Jahr,NOUN,in,in,dative_prep_in,obl,verlegt,VERB,train
train-s10092,"Die Britische Ostindien - Kompanie, die im Jahre 1668 ihr Hauptquartier von Surat nach Bombay (das heutige Mumbai) verlegt hatte, brachte den indischen Schiffbauer Lovji Nusserwanji Wadia (Wadia = Schiffbauer) aus Surat, wo man sich wegen des Mangels an Eichenholz Sorgen machte, nach Bombay, damit er dort eine Werft errichten und für sie Schiffe bauen sollte.",Surat,Surat,Surat,PROPN,von,von,dative_prep_von,obl,verlegt,VERB,train
train-s10092,"Die Britische Ostindien - Kompanie, die im Jahre 1668 ihr Hauptquartier von Surat nach Bombay (das heutige Mumbai) verlegt hatte, brachte den indischen Schiffbauer Lovji Nusserwanji Wadia (Wadia = Schiffbauer) aus Surat, wo man sich wegen des Mangels an Eichenholz Sorgen machte, nach Bombay, damit er dort eine Werft errichten und für sie Schiffe bauen sollte.",Bombay,Bombay,Bombay,PROPN,nach,nach,dative_prep_nach,obl,verlegt,VERB,train
train-s10092,"Die Britische Ostindien - Kompanie, die im Jahre 1668 ihr Hauptquartier von Surat nach Bombay (das heutige Mumbai) verlegt hatte, brachte den indischen Schiffbauer Lovji Nusserwanji Wadia (Wadia = Schiffbauer) aus Surat, wo man sich wegen des Mangels an Eichenholz Sorgen machte, nach Bombay, damit er dort eine Werft errichten und für sie Schiffe bauen sollte.",Surat,Surat,Surat,PROPN,aus,aus,dative_prep_aus,obl,brachte,VERB,train
train-s10092,"Die Britische Ostindien - Kompanie, die im Jahre 1668 ihr Hauptquartier von Surat nach Bombay (das heutige Mumbai) verlegt hatte, brachte den indischen Schiffbauer Lovji Nusserwanji Wadia (Wadia = Schiffbauer) aus Surat, wo man sich wegen des Mangels an Eichenholz Sorgen machte, nach Bombay, damit er dort eine Werft errichten und für sie Schiffe bauen sollte.",sich,sich,sich,PRON,,,core_dative_argument,obl:arg,machte,VERB,train
train-s10092,"Die Britische Ostindien - Kompanie, die im Jahre 1668 ihr Hauptquartier von Surat nach Bombay (das heutige Mumbai) verlegt hatte, brachte den indischen Schiffbauer Lovji Nusserwanji Wadia (Wadia = Schiffbauer) aus Surat, wo man sich wegen des Mangels an Eichenholz Sorgen machte, nach Bombay, damit er dort eine Werft errichten und für sie Schiffe bauen sollte.",Bombay,Bombay,Bombay,PROPN,nach,nach,dative_prep_nach,obl,brachte,VERB,train
train-s10093,Er war Moderator im schwedischen Fernsehen und spielte oft auf verschiedenen Theaterbühnen des Landes.,dem schwedischen Fernsehen,Fernsehen,Fernsehen,NOUN,in,in,dative_prep_in,nmod,Moderator,NOUN,train
train-s10093,Er war Moderator im schwedischen Fernsehen und spielte oft auf verschiedenen Theaterbühnen des Landes.,verschiedenen Theaterbühnen,Theaterbühnen,Theaterbühne,NOUN,auf,auf,dative_prep_auf,obl,spielte,VERB,train
train-s10095,"Präsident Moi berief den brillanten Denker und exzellenten Diplomaten ins Kabinett und betraute ihn nacheinander mit den Posten des Erziehungs -, Tourismus - und Technologie - Ministers.",den Posten,Posten,Posten,NOUN,mit,mit,dative_prep_mit,obl,betraute,VERB,train
train-s10095,"Präsident Moi berief den brillanten Denker und exzellenten Diplomaten ins Kabinett und betraute ihn nacheinander mit den Posten des Erziehungs -, Tourismus - und Technologie - Ministers.",Technologie,Technologie,Technologie,NOUN,,,other_dative,compound,Ministers,NOUN,train
train-s10096,"Bis in die 1960er Jahre galt in Deutschland gemäß dem Leitbild der Familienpolitik die Rolle der Hausfrau und Mutter als der ""natürliche Beruf der Frau"".",Deutschland,Deutschland,Deutschland,PROPN,in,in,dative_prep_in,nmod,Beruf,NOUN,train
train-s10096,"Bis in die 1960er Jahre galt in Deutschland gemäß dem Leitbild der Familienpolitik die Rolle der Hausfrau und Mutter als der ""natürliche Beruf der Frau"".",dem Leitbild,Leitbild,Leitbild,NOUN,gemäß,,other_prepositional_dative,nmod,Beruf,NOUN,train
train-s10097,"Die 1992 eröffnete Strecke wurde als erste spanische Bahnstrecke nicht in Breit -, sondern in Normalspur ausgeführt.",Normalspur,Normalspur,Normalspur,NOUN,in,in,dative_prep_in,conj,Breit,NOUN,train
train-s10098,Zu dieser Zeit -- von 1896 bis 1900 -- war Boas stellvertretender wissenschaftlicher Leiter der anthropologischen Abteilung im American Museum of Natural History.,dieser Zeit,Zeit,Zeit,NOUN,zu,zu,dative_prep_zu,nmod,Leiter,NOUN,train
train-s10102,Seit der Übernahme der früher selbständigen Heliopolis - Gesellschaft im Jahre 1991 unterstehen alle Strecken der CTA.,der Übernahme,Übernahme,Übernahme,NOUN,seit,seit,dative_prep_seit,obl,unterstehen,VERB,train
train-s10102,Seit der Übernahme der früher selbständigen Heliopolis - Gesellschaft im Jahre 1991 unterstehen alle Strecken der CTA.,dem Jahre,Jahre,Jahr,NOUN,in,in,dative_prep_in,nmod,Übernahme,NOUN,train
train-s10102,Seit der Übernahme der früher selbständigen Heliopolis - Gesellschaft im Jahre 1991 unterstehen alle Strecken der CTA.,der CTA,CTA,CTA,PROPN,,,core_dative_argument,obl:arg,unterstehen,VERB,train
train-s10103,"Die Ausdehnung beträgt von Nord nach Süd 5,9 km, von West nach Ost 6,9 km.",Nord,Nord,Nord,NOUN,von,von,dative_prep_von,nmod,km,NOUN,train
train-s10103,"Die Ausdehnung beträgt von Nord nach Süd 5,9 km, von West nach Ost 6,9 km.",Süd,Süd,Süd,NOUN,nach,nach,dative_prep_nach,nmod,km,NOUN,train
train-s10103,"Die Ausdehnung beträgt von Nord nach Süd 5,9 km, von West nach Ost 6,9 km.",West,West,West,NOUN,von,von,dative_prep_von,nmod,km,NOUN,train
train-s10103,"Die Ausdehnung beträgt von Nord nach Süd 5,9 km, von West nach Ost 6,9 km.",Ost,Ost,Ost,NOUN,nach,nach,dative_prep_nach,nmod,km,NOUN,train
train-s10104,Mitverantwortlich für den Erfolg waren neben den bisherigen Leistungsträgern auch die Neuzugänge.,den bisherigen Leistungsträgern,Leistungsträgern,Leistungsträger,NOUN,neben,neben,dative_prep_neben,nmod,Mitverantwortlich,ADJ,train
train-s10105,"Für einen Staat mit wenigen menschlichen und wirtschaftlichen Ressourcen ist eine Reserve, die auf den Willen der Verteidigung der Bürger beruht, die einzig praktikable Form der Landesverteidigung.",wenigen menschlichen Ressourcen,Ressourcen,Ressource,NOUN,mit,mit,dative_prep_mit,nmod,Staat,NOUN,train
train-s10107,Nach der Rückeroberung gehörte Roquetes zunächst zu Tortosa.,der Rückeroberung,Rückeroberung,Rückeroberung,NOUN,nach,nach,dative_prep_nach,obl,gehörte,VERB,train
train-s10107,Nach der Rückeroberung gehörte Roquetes zunächst zu Tortosa.,Tortosa,Tortosa,Tortosa,PROPN,zu,zu,dative_prep_zu,obl,gehörte,VERB,train
train-s10110,(den Löwen) zu Mecklenburg heiratete.,Mecklenburg,Mecklenburg,Mecklenburg,PROPN,zu,zu,dative_prep_zu,obl,heiratete,VERB,train
train-s10111,"Besonders bekannt ist die Motette Flos de spina, vielleicht in seiner italienischen Zeit geschrieben, ist klar von Johannes Ockeghem beeinflusst.",italienischen Zeit,Zeit,Zeit,NOUN,in,in,dative_prep_in,obl,geschrieben,VERB,train
train-s10111,"Besonders bekannt ist die Motette Flos de spina, vielleicht in seiner italienischen Zeit geschrieben, ist klar von Johannes Ockeghem beeinflusst.",Johannes Ockeghem,Johannes,Johannes,PROPN,von,von,dative_prep_von,obl:agent,beeinflusst,VERB,train
